 -.7364E+03, -.1218E+03, 0.1855E+03, 0.3391E+03, 0.4159E+03, 0.4543E+03, 0.4735E+03, 0.4927E+03, 0.5119E+03, 0.5311E+03, 0.5695E+03, 0.6464E+03, 0.8000E+03, 0.1107E+04, 0.1722E+04,  
 -.7648E+03, -.3401E+02, 0.3314E+03, 0.5141E+03, 0.6055E+03, 0.6511E+03, 0.6740E+03, 0.6968E+03, 0.7197E+03, 0.7425E+03, 0.7882E+03, 0.8795E+03, 0.1062E+04, 0.1428E+04, 0.2158E+04,  
 -.7528E+03, 0.1163E+03, 0.5509E+03, 0.7682E+03, 0.8768E+03, 0.9311E+03, 0.9583E+03, 0.9854E+03, 0.1013E+04, 0.1040E+04, 0.1094E+04, 0.1203E+04, 0.1420E+04, 0.1854E+04, 0.2723E+04,  
 -.6735E+03, 0.3601E+03, 0.8768E+03, 0.1135E+04, 0.1264E+04, 0.1329E+04, 0.1361E+04, 0.1394E+04, 0.1426E+04, 0.1458E+04, 0.1523E+04, 0.1652E+04, 0.1910E+04, 0.2427E+04, 0.3460E+04,  
 -.4873E+03, 0.7418E+03, 0.1356E+04, 0.1663E+04, 0.1817E+04, 0.1894E+04, 0.1932E+04, 0.1971E+04, 0.2009E+04, 0.2047E+04, 0.2124E+04, 0.2278E+04, 0.2585E+04, 0.3199E+04, 0.4428E+04,  
 -.1361E+03, 0.1325E+04, 0.2056E+04, 0.2421E+04, 0.2604E+04, 0.2695E+04, 0.2741E+04, 0.2787E+04, 0.2832E+04, 0.2878E+04, 0.2969E+04, 0.3152E+04, 0.3517E+04, 0.4247E+04, 0.5707E+04,  
 0.4653E+03, 0.2203E+04, 0.3072E+04, 0.3506E+04, 0.3723E+04, 0.3831E+04, 0.3886E+04, 0.3940E+04, 0.3994E+04, 0.4049E+04, 0.4157E+04, 0.4374E+04, 0.4808E+04, 0.5676E+04, 0.7411E+04,  
 0.1440E+04, 0.3506E+04, 0.4538E+04, 0.5054E+04, 0.5312E+04, 0.5441E+04, 0.5505E+04, 0.5570E+04, 0.5634E+04, 0.5699E+04, 0.5828E+04, 0.6086E+04, 0.6602E+04, 0.7633E+04, 0.9694E+04,  
 0.2966E+04, 0.5420E+04, 0.6647E+04, 0.7260E+04, 0.7566E+04, 0.7719E+04, 0.7796E+04, 0.7872E+04, 0.7949E+04, 0.8026E+04, 0.8179E+04, 0.8485E+04, 0.9098E+04, 0.1032E+05, 0.1277E+05,  
 0.5296E+04, 0.8211E+04, 0.9667E+04, 0.1039E+05, 0.1076E+05, 0.1094E+05, 0.1103E+05, 0.1112E+05, 0.1121E+05, 0.1130E+05, 0.1149E+05, 0.1185E+05, 0.1258E+05, 0.1403E+05, 0.1693E+05,  
 0.8794E+04, 0.1225E+05, 0.1398E+05, 0.1484E+05, 0.1527E+05, 0.1549E+05, 0.1559E+05, 0.1570E+05, 0.1581E+05, 0.1592E+05, 0.1613E+05, 0.1656E+05, 0.1743E+05, 0.1915E+05, 0.2259E+05,  
 0.1397E+05, 0.1806E+05, 0.2011E+05, 0.2113E+05, 0.2164E+05, 0.2189E+05, 0.2202E+05, 0.2215E+05, 0.2227E+05, 0.2240E+05, 0.2266E+05, 0.2317E+05, 0.2418E+05, 0.2622E+05, 0.3028E+05,  
 0.2153E+05, 0.2636E+05, 0.2878E+05, 0.2998E+05, 0.3058E+05, 0.3088E+05, 0.3103E+05, 0.3118E+05, 0.3133E+05, 0.3148E+05, 0.3178E+05, 0.3238E+05, 0.3359E+05, 0.3599E+05, 0.4077E+05,  
 0.3246E+05, 0.3814E+05, 0.4097E+05, 0.4238E+05, 0.4309E+05, 0.4344E+05, 0.4362E+05, 0.4380E+05, 0.4397E+05, 0.4415E+05, 0.4450E+05, 0.4521E+05, 0.4662E+05, 0.4943E+05, 0.5505E+05,  
 0.4804E+05, 0.5468E+05, 0.5799E+05, 0.5964E+05, 0.6047E+05, 0.6088E+05, 0.6108E+05, 0.6129E+05, 0.6149E+05, 0.6170E+05, 0.6211E+05, 0.6293E+05, 0.6458E+05, 0.6786E+05, 0.7440E+05,  
