           2 ,          -7 ,           1 ,          -7 ,   0.0000000    
           2 ,          -7 ,           1 ,          -6 ,   0.0000000    
           2 ,          -7 ,           1 ,          -5 ,   0.0000000    
           2 ,          -7 ,           1 ,          -4 ,   0.0000000    
           2 ,          -7 ,           1 ,          -3 ,   0.0000000    
           2 ,          -7 ,           1 ,          -2 ,   0.0000000    
           2 ,          -7 ,           1 ,          -1 ,   0.0000000    
           2 ,          -7 ,           1 ,           0 ,   0.0000000    
           2 ,          -7 ,           1 ,           1 ,   0.0000000    
           2 ,          -7 ,           1 ,           2 ,   0.0000000    
           2 ,          -7 ,           1 ,           3 ,   0.0000000    
           2 ,          -7 ,           1 ,           4 ,   0.0000000    
           2 ,          -7 ,           1 ,           5 ,   0.0000000    
           2 ,          -7 ,           1 ,           6 ,   0.0000000    
           2 ,          -7 ,           1 ,           7 ,   0.0000000    
           2 ,          -6 ,           1 ,          -7 ,   35584.957    
           2 ,          -7 ,           1 ,          -7 ,   0.0000000    
           2 ,          -7 ,           1 ,          -6 ,   0.0000000    
           2 ,          -7 ,           1 ,          -5 ,   240.76582    
           2 ,          -7 ,           1 ,          -7 ,   0.0000000    
           2 ,          -7 ,           1 ,          -6 ,   0.0000000    
           2 ,          -7 ,           1 ,          -5 ,   0.0000000    
           2 ,          -7 ,           1 ,          -4 ,   0.0000000    
           2 ,          -7 ,           1 ,          -3 ,   0.0000000    
           2 ,          -7 ,           1 ,          -2 ,   0.0000000    
           2 ,          -7 ,           1 ,          -1 ,   0.0000000    
           2 ,          -7 ,           1 ,           0 ,   0.0000000    
           2 ,          -7 ,           1 ,           1 ,   0.0000000    
           2 ,          -7 ,           1 ,           2 ,   0.0000000    
           2 ,          -7 ,           1 ,           3 ,   0.0000000    
           2 ,          -7 ,           1 ,           4 ,   0.0000000    
           2 ,          -7 ,           1 ,           5 ,   0.0000000    
           2 ,          -7 ,           1 ,           6 ,   0.0000000    
           2 ,          -7 ,           1 ,           7 ,   0.0000000    
           2 ,          -6 ,           1 ,          -7 ,   35584.957    
           2 ,          -7 ,           1 ,          -7 ,   0.0000000    
           2 ,          -7 ,           1 ,          -6 ,   25277.480    
           2 ,          -7 ,           1 ,          -5 ,   50544.805    
           2 ,          -7 ,           1 ,          -4 ,   64334.191    
           2 ,          -7 ,           1 ,          -3 ,   71482.484    
           2 ,          -7 ,           1 ,          -2 ,   75070.742    
           2 ,          -7 ,           1 ,          -1 ,   76898.789    
           2 ,          -7 ,           1 ,           0 ,   78749.656    
           2 ,          -7 ,           1 ,          -7 ,   0.0000000    
           2 ,          -7 ,           1 ,          -6 ,   25277.480    
           2 ,          -7 ,           1 ,          -5 ,   50544.805    
           2 ,          -7 ,           1 ,          -4 ,   64334.191    
           2 ,          -7 ,           1 ,          -3 ,   71482.484    
           2 ,          -7 ,           1 ,          -2 ,   75070.742    
           2 ,          -7 ,           1 ,          -1 ,   76898.789    
           2 ,          -7 ,           1 ,          -7 ,   0.0000000    
           2 ,          -7 ,           1 ,          -6 ,   25334.805    
           2 ,          -7 ,           1 ,          -5 ,   50590.785    
           2 ,          -7 ,           1 ,          -7 ,   0.00000000    
           2 ,          -7 ,           1 ,          -6 ,   0.00000000    
           2 ,          -7 ,           1 ,          -7 ,   0.00000000    
           2 ,          -7 ,           1 ,          -6 ,   0.00000000    
           2 ,          -7 ,           1 ,          -5 ,   240.577805    
           2 ,          -7 ,           1 ,          -4 ,   3246.67407    
           2 ,          -7 ,           1 ,          -7 ,   0.00000000    
