4.93E+02,4.93E+02,4.93E+02,4.93E+02,4.93E+02,4.93E+02,4.93E+02,4.93E+02,4.93E+02,4.93E+02,4.93E+02,4.93E+02,4.93E+02,4.93E+02,4.93E+02,  
6.97E+02,6.97E+02,6.97E+02,6.97E+02,6.97E+02,6.97E+02,6.97E+02,6.97E+02,6.97E+02,6.97E+02,6.97E+02,6.97E+02,6.97E+02,6.97E+02,6.97E+02,  
9.85E+02,9.85E+02,9.85E+02,9.85E+02,9.85E+02,9.85E+02,9.85E+02,9.85E+02,9.85E+02,9.85E+02,9.85E+02,9.85E+02,9.85E+02,9.85E+02,9.85E+02,  
1.39E+03,1.39E+03,1.39E+03,1.39E+03,1.39E+03,1.39E+03,1.39E+03,1.39E+03,1.39E+03,1.39E+03,1.39E+03,1.39E+03,1.39E+03,1.39E+03,1.39E+03,  
1.97E+03,1.97E+03,1.97E+03,1.97E+03,1.97E+03,1.97E+03,1.97E+03,1.97E+03,1.97E+03,1.97E+03,1.97E+03,1.97E+03,1.97E+03,1.97E+03,1.97E+03,  
2.79E+03,2.79E+03,2.79E+03,2.79E+03,2.79E+03,2.79E+03,2.79E+03,2.79E+03,2.79E+03,2.79E+03,2.79E+03,2.79E+03,2.79E+03,2.79E+03,2.79E+03,  
3.94E+03,3.94E+03,3.94E+03,3.94E+03,3.94E+03,3.94E+03,3.94E+03,3.94E+03,3.94E+03,3.94E+03,3.94E+03,3.94E+03,3.94E+03,3.94E+03,3.94E+03,  
5.57E+03,5.57E+03,5.57E+03,5.57E+03,5.57E+03,5.57E+03,5.57E+03,5.57E+03,5.57E+03,5.57E+03,5.57E+03,5.57E+03,5.57E+03,5.57E+03,5.57E+03,  
7.87E+03,7.87E+03,7.87E+03,7.87E+03,7.87E+03,7.87E+03,7.87E+03,7.87E+03,7.87E+03,7.87E+03,7.87E+03,7.87E+03,7.87E+03,7.87E+03,7.87E+03,  
1.11E+04,1.11E+04,1.11E+04,1.11E+04,1.11E+04,1.11E+04,1.11E+04,1.11E+04,1.11E+04,1.11E+04,1.11E+04,1.11E+04,1.11E+04,1.11E+04,1.11E+04,  
1.57E+04,1.57E+04,1.57E+04,1.57E+04,1.57E+04,1.57E+04,1.57E+04,1.57E+04,1.57E+04,1.57E+04,1.57E+04,1.57E+04,1.57E+04,1.57E+04,1.57E+04,  
2.22E+04,2.22E+04,2.22E+04,2.22E+04,2.22E+04,2.22E+04,2.22E+04,2.22E+04,2.22E+04,2.22E+04,2.22E+04,2.22E+04,2.22E+04,2.22E+04,2.22E+04,  
3.12E+04,3.12E+04,3.12E+04,3.12E+04,3.12E+04,3.12E+04,3.12E+04,3.12E+04,3.12E+04,3.12E+04,3.12E+04,3.12E+04,3.12E+04,3.12E+04,3.12E+04,  
4.38E+04,4.38E+04,4.38E+04,4.38E+04,4.38E+04,4.38E+04,4.38E+04,4.38E+04,4.38E+04,4.38E+04,4.38E+04,4.38E+04,4.38E+04,4.38E+04,4.38E+04,  
6.13E+04,6.13E+04,6.13E+04,6.13E+04,6.13E+04,6.13E+04,6.13E+04,6.13E+04,6.13E+04,6.13E+04,6.13E+04,6.13E+04,6.13E+04,6.13E+04,6.13E+04,  
8.53E+04,8.53E+04,8.53E+04,8.53E+04,8.53E+04,8.53E+04,8.53E+04,8.53E+04,8.53E+04,8.53E+04,8.53E+04,8.53E+04,8.53E+04,8.53E+04,8.53E+04,  
1.18E+05,1.18E+05,1.18E+05,1.18E+05,1.18E+05,1.18E+05,1.18E+05,1.18E+05,1.18E+05,1.18E+05,1.18E+05,1.18E+05,1.18E+05,1.18E+05,1.18E+05,  
1.61E+05,1.61E+05,1.61E+05,1.61E+05,1.61E+05,1.61E+05,1.61E+05,1.61E+05,1.61E+05,1.61E+05,1.61E+05,1.61E+05,1.61E+05,1.61E+05,1.61E+05,  
2.18E+05,2.18E+05,2.18E+05,2.18E+05,2.18E+05,2.18E+05,2.18E+05,2.18E+05,2.18E+05,2.18E+05,2.18E+05,2.18E+05,2.18E+05,2.18E+05,2.18E+05,  
2.91E+05,2.91E+05,2.91E+05,2.91E+05,2.91E+05,2.91E+05,2.91E+05,2.91E+05,2.91E+05,2.91E+05,2.91E+05,2.91E+05,2.91E+05,2.91E+05,2.91E+05,  
3.82E+05,3.82E+05,3.82E+05,3.82E+05,3.82E+05,3.82E+05,3.82E+05,3.82E+05,3.82E+05,3.82E+05,3.82E+05,3.82E+05,3.82E+05,3.82E+05,3.82E+05,  
4.94E+05,4.94E+05,4.94E+05,4.94E+05,4.94E+05,4.94E+05,4.94E+05,4.94E+05,4.94E+05,4.94E+05,4.94E+05,4.94E+05,4.94E+05,4.94E+05,4.94E+05,  
6.29E+05,6.29E+05,6.29E+05,6.29E+05,6.29E+05,6.29E+05,6.29E+05,6.29E+05,6.29E+05,6.29E+05,6.29E+05,6.29E+05,6.29E+05,6.29E+05,6.29E+05,  
7.89E+05,7.89E+05,7.89E+05,7.89E+05,7.89E+05,7.89E+05,7.89E+05,7.89E+05,7.89E+05,7.89E+05,7.89E+05,7.89E+05,7.89E+05,7.89E+05,7.89E+05,  
9.78E+05,9.78E+05,9.78E+05,9.78E+05,9.78E+05,9.78E+05,9.78E+05,9.78E+05,9.78E+05,9.78E+05,9.78E+05,9.78E+05,9.78E+05,9.78E+05,9.78E+05,  
1.21E+06,1.21E+06,1.21E+06,1.21E+06,1.21E+06,1.21E+06,1.21E+06,1.21E+06,1.21E+06,1.21E+06,1.21E+06,1.21E+06,1.21E+06,1.21E+06,1.21E+06,  
1.48E+06,1.48E+06,1.48E+06,1.48E+06,1.48E+06,1.48E+06,1.48E+06,1.48E+06,1.48E+06,1.48E+06,1.48E+06,1.48E+06,1.48E+06,1.48E+06,1.48E+06,  
