   20.000000       20.000000    
   1.5000000      1.07525859E-03
   2.8250000      3.46010202E-03
   4.1500001      1.40132774E-02
   5.4749999      8.59022290E-02
   6.7999997      0.19494733    
   8.1250000      0.29207078    
   9.4499998      0.37100321    
   10.775000      0.43266904    
   12.099999      0.48049337    
   13.424999      0.51756710    
   14.749999      0.54424834    
   16.074999      0.56240833    
   17.400000      0.57437223    
   18.725000      0.57993656    
   20.050001      0.57900733    
   21.375002      0.57252359    
   22.700003      0.55875266    
   24.025003      0.53706783    
   25.350004      0.50447798    
   26.675005      0.45709282    
   20.000000       20.000000    
   1.5000000      4.09540581E-03
   2.8250000      8.82916246E-03
   4.1500001      2.46626418E-02
   5.4749999      9.41033512E-02
   6.7999997      0.19971915    
   8.1250000      0.29604244    
   9.4499998      0.37454340    
   10.775000      0.43588680    
   12.099999      0.48388398    
   13.424999      0.52020508    
   14.749999      0.54695332    
   16.074999      0.56607610    
   17.400000      0.57807875    
   18.725000      0.58366096    
   20.050001      0.58366096    
   21.375002      0.57715118    
   22.700003      0.56424087    
   24.025003      0.54424840    
   25.350004      0.51493591    
   26.675005      0.47290802    
   20.000000       20.000000    
   1.5000000      3.63797881E-02
   2.8250000      6.26832321E-02
   4.1500001      0.10065439    
   5.4749999      0.17134668    
   6.7999997      0.26032788    
   8.1250000      0.34543592    
   9.4499998      0.41833672    
   10.775000      0.47627178    
   12.099999      0.52196747    
   13.424999      0.55784047    
   14.749999      0.58552754    
   16.074999      0.60530746    
   17.400000      0.62059850    
   18.725000      0.63025224    
   20.050001      0.63608027    
   21.375002      0.63900441    
   22.700003      0.63998049    
   24.025003      0.64095736    
   25.350004      0.64683455    
   26.675005      0.66961223    
   20.000000       20.000000    
   1.5000000      5.96642494E-02
   2.8250000      0.11690855    
   4.1500001      0.18389776    
   5.4749999      0.26282519    
   6.7999997      0.34471887    
   8.1250000      0.42070860    
   9.4499998      0.48728633    
   10.775000      0.54155004    
   12.099999      0.58739728    
   13.424999      0.62445104    
   14.749999      0.65471244    
   16.074999      0.67963833    
   17.400000      0.70093602    
   18.725000      0.71945268    
   20.050001      0.73611462    
   21.375002      0.75190842    
   22.700003      0.76786971    
   24.025003      0.78616184    
   25.350004      0.80795783    
   26.675005      0.83562189    
   20.000000       20.000000    
   1.5000000      5.96642494E-02
   2.8250000      0.11690855    
   4.1500001      0.18389776    
